0 {96 : 36 , } 
004080 {96 : 1 , } 
07em {96 : 1 , } 
0px {96 : 1 , } 
1 {96 : 19 , } 
100px {96 : 3 , } 
1154f6a4ea {96 : 1 , } 
175a95a976 {96 : 1 , } 
1bc3b239fb {96 : 1 , } 
1em {96 : 3 , } 
2 {96 : 2 , } 
2015 {96 : 2 , } 
2016 {96 : 1 , } 
2017 {96 : 4 , } 
2018 {96 : 3 , } 
20px {96 : 1 , } 
22px {96 : 1 , } 
250px {96 : 1 , } 
2d {96 : 1 , } 
2em {96 : 1 , } 
3 {96 : 3 , } 
30px {96 : 1 , } 
32px {96 : 1 , } 
350 {96 : 1 , } 
4 {96 : 1 , } 
400 {96 : 2 , } 
50 {96 : 1 , } 
5000 {96 : 1 , } 
55 {96 : 1 , } 
55356 {96 : 6 , } 
55358 {96 : 2 , } 
56128 {96 : 12 , } 
56418 {96 : 2 , } 
56421 {96 : 2 , } 
56423 {96 : 4 , } 
56430 {96 : 2 , } 
56447 {96 : 2 , } 
56794 {96 : 2 , } 
56819 {96 : 2 , } 
56826 {96 : 2 , } 
57332 {96 : 2 , } 
600 {96 : 1 , } 
618 {96 : 1 , } 
65039 {96 : 2 , } 
6em {96 : 1 , } 
7 {96 : 1 , } 
72x72 {96 : 1 , } 
762e88f4a0 {96 : 1 , } 
775 {96 : 1 , } 
8 {96 : 2 , } 
8203 {96 : 8 , } 
8205 {96 : 1 , } 
85px {96 : 2 , } 
9794 {96 : 2 , } 
APICS {96 : 1 , } 
About {96 : 3 , } 
Academic {96 : 1 , } 
Arial {96 : 1 , } 
Array {96 : 1 , } 
BLOCKQUOTE {96 : 1 , } 
Be {96 : 1 , } 
Board {96 : 1 , } 
CDATA {96 : 2 , } 
CZRFrontNonce {96 : 1 , } 
Cantarell {96 : 1 , } 
Chapter {96 : 8 , } 
Click {96 : 1 , } 
Concordia {96 : 9 , } 
Conference {96 : 7 , } 
Contact {96 : 1 , } 
Customizr {96 : 1 , } 
DOMContentLoaded {96 : 1 , } 
DOMReady {96 : 2 , } 
Date {96 : 1 , } 
Designed {96 : 1 , } 
Enabled {96 : 1 , } 
Engineers {96 : 4 , } 
Events {96 : 2 , } 
Executive {96 : 1 , } 
FancyBoxAutoscale {96 : 1 , } 
FancyBoxState {96 : 1 , } 
Fjalla {96 : 1 , } 
Frosh {96 : 2 , } 
H1 {96 : 1 , } 
H2 {96 : 1 , } 
H3 {96 : 1 , } 
H4 {96 : 1 , } 
H5 {96 : 1 , } 
H6 {96 : 1 , } 
HasComments {96 : 1 , } 
Home {96 : 1 , } 
How {96 : 1 , } 
IFRAME {96 : 1 , } 
IIE {96 : 1 , } 
